Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities,share
1999:Q2,age55to69,34.6,32.3,26.3,26.1,37.2,36.9,29,34.5,33.7,17.8,17.2,15.5,33,29.03485460936342
1999:Q2,age40to54,35.7,37,37.6,37.7,33.2,40,52.5,38.5,29.2,44.7,47.3,38.6,39.5,52.475481628049316
1999:Q2,ageunder40,9.8,13,17.6,24.3,7.9,9.1,16.2,12.7,10.6,33.6,32.6,43.4,8.4,16.21397193666007
1999:Q3,age70plus,19.8,17.6,18.1,11.9,21.9,13.7,2.2,14.5,26.5,3.8,2.9,2.6,19.4,2.2143561527658773
1999:Q3,age55to69,34.5,32.2,26.4,26,37,36.6,29.2,34.8,33.4,17.8,17.2,15.3,33.8,29.197627908250073
1999:Q3,age40to54,36,37.2,37.9,38.1,33.2,40.7,52.7,38.6,29.4,44.8,47.4,38.9,39.1,52.73188967594887
1999:Q3,ageunder40,9.7,13,17.6,24,8,8.9,15.9,12.1,10.7,33.5,32.5,43.2,7.8,15.856126263035176
1999:Q4,age70plus,19.9,17.8,18.3,12,22.4,13.4,2.6,14.8,26.3,4.3,3.1,2.7,21.4,2.596905208022825
1999:Q4,age55to69,34.4,32.2,26.2,25.8,36.8,36.4,29.5,35.1,33,17.8,17,15.1,34.9,29.487288676915213
1999:Q4,age40to54,36.2,37.4,38.1,38.2,33.1,41.4,52.8,38.6,29.6,44.9,47.7,39.2,36.8,52.77309649533706
1999:Q4,ageunder40,9.5,12.7,17.3,24,7.8,8.7,15.1,11.5,11,33,32.1,43,6.9,15.142709619724906
2000:Q1,age70plus,19.9,17.8,18.2,12.1,22.6,13.2,2.8,15.1,26.3,4.7,3.5,2.7,22.7,2.7636420956534553
2000:Q1,age55to69,34.3,32.1,26.2,25.7,36.6,36.1,29.7,35.6,32.6,17.8,16.9,14.7,35.8,29.68597648481998
2000:Q1,age40to54,36.4,37.6,38.3,38.4,33.1,42.1,52.9,38.4,30,45.1,48,39.7,35.2,52.904482610073046
2000:Q1,ageunder40,9.4,12.5,17.3,23.8,7.7,8.6,14.6,10.9,11.1,32.5,31.7,42.9,6.3,14.645898809453515
2000:Q2,age70plus,19.8,17.7,18.2,12.2,22.6,12.9,2.7,15.3,26.4,4.6,3.5,2.8,22,2.748221605980227
